,Date,Area,Region,Trigger,Depth,Width
10,2023-01-07,Avalanche: Murdock Peak,Salt Lake,Natural,"6""",70'
11,2023-01-06,Avalanche: Bonkers,Salt Lake,Natural,,
12,2023-01-06,Avalanche: Summit Park,Salt Lake,Skier,"8""",40'
13,2023-01-06,Avalanche: Hanging Snowfield,Salt Lake,Natural,,
14,2023-01-06,Avalanche: Mineral Fork,Salt Lake,Natural,"14""",60'
15,2023-01-06,Avalanche: Superior,Salt Lake,Natural,6',35'
16,2023-01-06,Avalanche: North Fork,Ogden,Natural,2',300'
17,2023-01-06,Avalanche: Days Draw,Salt Lake,Skier,"10""",60'
18,2023-01-06,Avalanche: Benson and Hedges,Salt Lake,Skier,"23""",20'
19,2023-01-06,Avalanche: Mt. Magog,Logan,Natural,"12""",
20,2023-01-06,Avalanche: Flagstaff Ridge,Salt Lake,Skier,"18""",50'
21,2023-01-06,Avalanche: Circle Awl,Salt Lake,Skier,"12""",20'
22,2023-01-06,Avalanche: 2nd Sister,Logan,Natural,4',800'
23,2023-01-06,Avalanche: Red Pine Gulch,Salt Lake,Unknown,,500'
24,2023-01-06,Avalanche: Grandview Peak,Salt Lake,Unknown,"3""",
25,2023-01-06,Avalanche: Depth Hoar Bowl,Salt Lake,Natural,,
26,2023-01-06,Avalanche: Reynolds Peak,Salt Lake,Natural,,
27,2023-01-06,Avalanche: White Baldy,Salt Lake,Natural,7',500'
28,2023-01-05,Avalanche: Little Water,Salt Lake,Natural,,
29,2023-01-05,Avalanche: Little Superior,Salt Lake,Skier,"7""",30'
30,2023-01-05,Avalanche: Rock Canyon,Provo,Natural,3.5',200'
31,2023-01-05,Avalanche: Stairs Gulch,Salt Lake,,,
32,2023-01-05,Avalanche: Chalk Creek,Uintas,Natural,6',500'
33,2023-01-05,Avalanche: Cardiac Ridge,Salt Lake,Natural,2',250'
34,2023-01-05,Avalanche: Upper Humpy Creek,Uintas,Natural,"12""",150'
35,2023-01-05,Avalanche: Humpy Chutes,Uintas,Unknown,3',125'
36,2023-01-04,Avalanche: Lone Peak,Provo,Unknown,,
37,2023-01-04,Avalanche: Aspen Grove,Provo,Unknown,,
38,2023-01-04,Avalanche: Mt Tukuhnikivatz,Moab,Natural,2',300'
39,2023-01-04,Avalanche: Provo Peak,Provo,Natural,,250'
40,2023-01-04,Avalanche: Ben Lomond,Ogden,Natural,6',100'
41,2023-01-04,Avalanche: Upper Humpy Creek,Uintas,Natural,"18""",100'
42,2023-01-04,Avalanche: Cardiac Ridge,Salt Lake,Natural,,
43,2023-01-03,Avalanche: Norieaga's Shoulder,Moab,Natural,2',150'
44,2023-01-03,Avalanche: Wolverine,Salt Lake,Natural,,
45,2023-01-03,Avalanche: Niotche Creek,Southwest,Snowmobiler,"18""",80'
46,2023-01-03,Avalanche: Niotche Creek,Southwest,Natural,,60'
47,2023-01-03,Avalanche: Mill Hollow,Uintas,Unknown,2',70'
48,2023-01-02,Avalanche: Mineral Fork,Salt Lake,Natural,,
49,2023-01-02,Avalanche: Duke Bowl,Uintas,Natural,"12""",50'
50,2023-01-02,Avalanche: Hoyt's Peak,Uintas,Natural,5',"1,500'"
1,2023-01-02,Avalanche: Mineral Fork,Salt Lake,Natural,,
2,2023-01-02,Avalanche: Duke Bowl,Uintas,Natural,"12""",50'
3,2023-01-02,Avalanche: Currant Creek,Uintas,Natural,3',200'
4,2023-01-02,Avalanche: Duke Bowl,Uintas,Natural,"12""",25'
5,2023-01-02,Avalanche: Hoyt's Peak,Uintas,Natural,5',"1,500'"
6,2023-01-02,Avalanche: Reed and Benson Ridge,Salt Lake,Natural,4',
7,2023-01-02,Avalanche: Talking Mt. Cirque,Moab,Natural,5',"1,000'"
8,2023-01-02,Avalanche: Duke Bowl,Uintas,,"12""",25'
9,2023-01-02,Avalanche: Dory Canyon,Moab,Natural,5',350'
10,2023-01-02,Avalanche: Talking Mt. Cirque,Moab,Natural,6',"1,500'"
11,2023-01-02,Avalanche: Mt Tukuhnikivatz,Moab,Natural,6',"1,000'"
12,2023-01-02,Avalanche: Ephraim Canyon,Skyline,Snowmobiler,6',600'
13,2023-01-02,Avalanche: Soapstone,Uintas,Snowmobiler,2',400'
14,2023-01-02,Avalanche: Mary Ellen,Salt Lake,Natural,,300'
15,2023-01-02,Avalanche: Mt Tukuhnikivatz,Moab,Natural,5',500'
16,2023-01-02,Avalanche: Days Fork,Salt Lake,Natural,,
17,2023-01-02,Avalanche: Corkscrew Glades,Moab,Natural,3.5',"1,500'"
18,2023-01-02,Avalanche: Ant Knolls,Provo,Natural,,
19,2023-01-01,Avalanche: Oscar Mayer,Logan,Natural,,250'
20,2023-01-01,Avalanche: Red Pine Ridge,Logan,Unknown,6',450'
21,2023-01-01,Avalanche: Humpy Chutes,Uintas,Unknown,3',250'
22,2023-01-01,Avalanche: Main Days,Salt Lake,Natural,3',300'
23,2023-01-01,Avalanche: Daniels,Uintas,Natural,"7""",10'
24,2023-01-01,Avalanche: Lake Mary,Salt Lake,Natural,3',100'
25,2023-01-01,Avalanche: West Porter,Salt Lake,Snowboarder,"12""",200'
26,2023-01-01,Avalanche: Cardiff Fork,Salt Lake,Natural,3',
27,2023-01-01,Avalanche: Provo Canyon,Provo,Explosive,,
28,2023-01-01,Avalanche: Montreal Hill,Salt Lake,Unknown,2',
29,2023-01-01,Avalanche: American Fork,Provo,Natural,,35'
30,2023-01-01,Avalanche: Meadows,Salt Lake,Natural,4',"1,000'"
31,2023-01-01,Avalanche: Mineral Fork,Salt Lake,,,
32,2023-01-01,Avalanche: Kessler Peak,Salt Lake,,5',
33,2023-01-01,Avalanche: Cascade Ridge,Provo,Natural,,
34,2023-01-01,Avalanche: Murdock Peak,Salt Lake,Skier,"18""",5'
35,2023-01-01,Avalanche: Butler Basin,Salt Lake,Natural,,"1,000'"
36,2023-01-01,Avalanche: South Fork,Skyline,Natural,3.5',350'
37,2023-01-01,Avalanche: Yamaha Hill,Uintas,,3',300'
38,2023-01-01,Avalanche: Reynolds Pk,Salt Lake,,5',
39,2022-12-31,Avalanche: Gibson Canyon,Logan,Natural,3',"1,000'"
40,2022-12-31,Avalanche: Old Logway Canyon,Logan,Natural,3',600'
41,2022-12-31,"Avalanche: North Fork, Shumway Canyon",Logan,Natural,3',
42,2022-12-31,Avalanche: Elk Point,Provo,Natural,,
43,2022-12-31,Avalanche: Rodeo Ridge,Ogden,Natural,4',150'
44,2022-12-31,Avalanche: Timpanogos,Provo,Natural,,
45,2022-12-31,Avalanche: Freds Birthday Run,Salt Lake,Natural,4',250'
46,2022-12-31,Avalanche: Sheep Shit Ridge,Salt Lake,Natural,"12""",250'
47,2022-12-31,Avalanche: Reynolds Peak,Salt Lake,Natural,4',300'
48,2022-12-31,Avalanche: Willows,Salt Lake,Unknown,2',30'
49,2022-12-31,Avalanche: North Fork Provo R.,Provo,Natural,,
50,2022-12-31,Avalanche: Cutler Basin,Ogden,Skier,3',"1,000'"
1,2022-12-30,Avalanche: Silver Fork Headwall,Salt Lake,Natural,3',100'
2,2022-12-29,Avalanche: Mt Baldy,Skyline,Snowmobiler,,
3,2022-12-29,Avalanche: Jolleys Hole,Skyline,Snowmobiler,,
4,2022-12-29,Avalanche: Dutch Draw,Salt Lake,Skier,"18""",350'
5,2022-12-29,Avalanche: Summit Park,Salt Lake,Unknown,2',50'
6,2022-12-28,Avalanche: White Pine Knob,Logan,Natural,3',150'
7,2022-12-28,Avalanche: Butler Fork,Salt Lake,Unknown,3.5',70'
8,2022-12-28,Avalanche: West Desolation Ridge,Salt Lake,Natural,"20""",300'
9,2022-12-28,Avalanche: Canyons Periphery,Salt Lake,Snowboarder,3',100'
10,2022-12-28,Avalanche: Primrose Cirque,Provo,Natural,"18""",125'
11,2022-12-28,Avalanche: Rodeo Ridge,Ogden,Skier,2',250'
12,2022-12-28,Avalanche: Park City Ridgeline,Salt Lake,Skier,"20""",50'
13,2022-12-28,Avalanche: Cardiac Ridge,Salt Lake,Natural,2',300'
14,2022-12-28,Avalanche: Mineral Fork,Salt Lake,Natural,"15""",150'
15,2022-12-27,Avalanche: Middle Cirque,Moab,Natural,4',350'
16,2022-12-27,Avalanche: Middle Cirque,Moab,Natural,4',250'
17,2022-12-27,Avalanche: Middle Cirque,Moab,Unknown,,125'
18,2022-12-27,Avalanche: Middle Cirque,Moab,Natural,4',200'
19,2022-12-27,Avalanche: Middle Cirque,Moab,Natural,4',500'
20,2022-12-27,Avalanche: Red Snow Cirque,Moab,Natural,4',175'
21,2022-12-27,Avalanche: Red Banks,Logan,Natural,"8""",25'
22,2022-12-27,Avalanche: Red Snow Cirque,Moab,Natural,4',200'
23,2022-12-27,Avalanche: Logan River below Temple Fork,Logan,Natural,"18""",40'
24,2022-12-27,Avalanche: Tukno NE Face,Moab,Natural,4',250'
25,2022-12-27,Avalanche: Tukno NE Face,Moab,Natural,4',400'
26,2022-12-27,Avalanche: Gravel Pit Lanes,Moab,Natural,4',400'
27,2022-12-27,Avalanche: Mount Mellenthin,Moab,Natural,4',125'
28,2022-12-27,Avalanche: Noriega Face,Moab,Natural,3',400'
29,2022-12-27,Avalanche: Exxons Folley,Moab,Natural,4',200'
30,2022-12-26,Avalanche: Little Cottonwood Canyon,Salt Lake,Natural,"14""",30'
31,2022-12-25,Avalanche: Big Cottonwood Canyon,Salt Lake,Natural,"8""",
32,2022-12-24,Avalanche: Upper Weber Canyon,Uintas,Explosive,4',300'
33,2022-12-23,Avalanche: Island in the Sky,Logan,Unknown,,300'
34,2022-12-22,Avalanche: BBQ Bowl,Skyline,Natural,2.5',200'
35,2022-12-22,Avalanche: Big Daddy,Salt Lake,Natural,,
36,2022-12-22,Avalanche: Emma Ridges,Salt Lake,Skier,2',25'
37,2022-12-22,Avalanche: Grizzly Gulch,Salt Lake,Natural,"12""",30'
38,2022-12-22,Avalanche: Michigan City,Salt Lake,Natural,"12""",20'
39,2022-12-22,Avalanche: Double Hill,Uintas,Unknown,5',200'
40,2022-12-22,Avalanche: Hells Kitchen,Logan,Natural,"18""",300'
41,2022-12-22,Avalanche: Mount Mellenthin,Moab,Natural,3.5',70'
42,2022-12-21,Avalanche: 10420,Salt Lake,Skier,"16""",25'
43,2022-12-21,Avalanche: Mahogany Ridge,Logan,Natural,2',500'
44,2022-12-21,Avalanche: Bird Canyon,Logan,Natural,2.5',300'
45,2022-12-21,"Avalanche: North Fork, Shumway Canyon",Logan,Natural,4',300'
46,2022-12-21,Avalanche: Bellicosity Bowl,Logan,Natural,3',400'
47,2022-12-21,Avalanche: Upper Weber Canyon,Uintas,Natural,2.5',300'
48,2022-12-21,Avalanche: Cherry Creek Canyon,Logan,Skier,"15""",60'
49,2022-12-21,Avalanche: Logan Canyon,Logan,Natural,"12""",
50,2022-12-21,Avalanche: Raspberry Patch,Logan,Natural,"16""",60'
1,2022-12-21,Avalanche: Bellicosity Bowl,Logan,Natural,3',400'
2,2022-12-19,Avalanche: Provo,Provo,Skier,"6""",5'
3,2022-12-18,Avalanche: Roundy Basin,Uintas,Snowmobiler,2.5',100'
4,2022-12-18,Avalanche: Superior,Salt Lake,Natural,,
5,2022-12-18,Avalanche: Little Cottonwood Canyon,Salt Lake,Natural,,10'
6,2022-12-18,Avalanche: Rodeo Ridge,Ogden,Skier,,
7,2022-12-18,Avalanche: Ogden Mountains,Ogden,Unknown,,
8,2022-12-18,Avalanche: Little Pine,Salt Lake,Natural,,80'
9,2022-12-17,Avalanche: South Face,Salt Lake,Skier,"8""",150'
10,2022-12-17,Avalanche: Tower Mountain,Uintas,Unknown,5',125'
11,2022-12-17,Avalanche: Little West Fork,Uintas,Unknown,4',150'
12,2022-12-17,Avalanche: White Mountain,Skyline,Snowmobiler,2',700'
13,2022-12-17,Avalanche: Big Horn Peak,Salt Lake,Unknown,,
14,2022-12-16,Avalanche: Rock Canyon,Provo,Natural,"12""",30'
15,2022-12-16,Avalanche: Grandview Peak,Salt Lake,Snowmobiler,2',200'
16,2022-12-16,Avalanche: Humpy Bowl,Uintas,Snowmobiler,4',125'
17,2022-12-16,Avalanche: Red Top,Salt Lake,Unknown,,50'
18,2022-12-16,Avalanche: Shingle Mill,Uintas,Snowmobiler,3',200'
19,2022-12-16,Avalanche: Bartholomew Canyon,Provo,Skier,"6""",30'
20,2022-12-16,Avalanche: Philadelphia Flats,Skyline,Snowmobiler,2.5',125'
21,2022-12-15,Avalanche: Bear Trap,Salt Lake,Unknown,2',30'
22,2022-12-15,Avalanche: Box Elder,Provo,Natural,4',"1,000'"
23,2022-12-15,Avalanche: Bobcat Bowl,Logan,Unknown,,
24,2022-12-15,Avalanche: Smithfield Dry Canyon,Logan,Natural,,
25,2022-12-15,Avalanche: Pleasant Creek,Skyline,Natural,,200'
26,2022-12-15,Avalanche: Snake Creek,Salt Lake,Natural,,
27,2022-12-15,Avalanche: Sidewinder,Skyline,Natural,2',150'
28,2022-12-15,Avalanche: Ben Lomond,Ogden,Skier,3',60'
29,2022-12-15,Avalanche: Cutler Ridge,Ogden,Skier,3',50'
30,2022-12-15,Avalanche: Seeley Canyon,Skyline,Natural,2.5',350'
31,2022-12-15,Avalanche: Gibson Canyon,Logan,Natural,3',900'
32,2022-12-15,Avalanche: Big Baldy Shoulder,Logan,Natural,4',300'
33,2022-12-15,Avalanche: Salt Lake,Salt Lake,Natural,"4""",25'
34,2022-12-15,Avalanche: Old Logway Canyon,Logan,Natural,,
35,2022-12-14,Avalanche: Ant Knolls,Provo,Natural,,150'
36,2022-12-14,Accident: Thomas Fork,Salt Lake,Skier,2',200'
37,2022-12-13,Avalanche: Lambs Canyon,Salt Lake,Skier,"16""",50'
38,2022-12-13,Avalanche: Beaver Mountain Backcountry,Logan,Snowboarder,2',60'
39,2022-12-13,Avalanche: Wellsville Mountain Wilderness,Logan,Natural,2',250'
40,2022-12-13,Accident: Pink Pine,Salt Lake,Skier,3',60'
41,2022-12-13,Avalanche: Double Hill,Uintas,Snowmobiler,,
42,2022-12-13,Avalanche: Monte Cristo,Ogden,,"4""",90'
43,2022-12-13,Avalanche: Monte Cristo,Ogden,Snowmobiler,"20""",60'
44,2022-12-13,Avalanche: Noriega Face,Moab,Natural,2',150'
45,2022-12-13,Avalanche: Ant Knolls,Provo,Natural,,
46,2022-12-13,Avalanche: Moffit Environs,Uintas,Unknown,3',150'
47,2022-12-13,Avalanche: Cascade Ridge line,Provo,Natural,3',700'
48,2022-12-13,Avalanche: Red Snow Cirque,Moab,Natural,3',60'
49,2022-12-13,Avalanche: Tukno NE Face,Moab,Natural,2.5',150'
50,2022-12-13,Avalanche: Gold Basin,Moab,Natural,2.5',70'
1,2022-12-12,Avalanche: Wellsville Mountain Wilderness,Logan,Natural,6',150'
2,2022-12-12,Avalanche: Daly Canyon,Salt Lake,Skier,"18""",25'
3,2022-12-12,Avalanche: Grandfather Cornice,Logan,Unknown,,
4,2022-12-12,Avalanche: Summit Park,Salt Lake,Unknown,2',50'
5,2022-12-12,Avalanche: Mill D North,Salt Lake,Unknown,2',80'
6,2022-12-12,Avalanche: West Desolation Ridge,Salt Lake,Skier,4',200'
7,2022-12-12,Avalanche: Southwest,Southwest,Skier,"16""",35'
8,2022-12-12,Avalanche: Cutler Ridge,Ogden,Skier,"18""",80'
9,2022-12-12,Avalanche: Bear Trap,Salt Lake,Skier,2',25'
10,2022-12-12,Avalanche: West Desolation Ridge,Salt Lake,Skier,2',150'
11,2022-12-12,Avalanche: UFO Bowls,Provo,Natural,,30'
12,2022-12-12,Avalanche: Ant Knolls,Provo,Natural,"8""",50'
13,2022-12-12,"Avalanche: North Fork, Shumway Canyon",Logan,Natural,4',125'
14,2022-12-11,Avalanche: Sunrise Hill,Logan,Snow Bike,2',80'
15,2022-12-10,Avalanche: White Pine,Salt Lake,Snowboarder,"3""",20'
16,2022-12-10,Avalanche: Grizzly Gulch,Salt Lake,Skier,"8""",10'
17,2022-12-10,Avalanche: Mineral Fork,Salt Lake,Natural,"3""",35'
18,2022-12-10,Avalanche: Lanes Leap,Salt Lake,Skier,"12""",50'
19,2022-12-10,Avalanche: Providence Canyon,Logan,Skier,2.5',100'
20,2022-12-10,Avalanche: West Monitor,Salt Lake,Unknown,"12""",150'
21,2022-12-10,Avalanche: Mill D North,Salt Lake,Skier,"15""",150'
22,2022-12-09,Accident: Loafer Canyon,Provo,Skier,"12""",600'
23,2022-12-09,Avalanche: Benson and Hedges,Salt Lake,Skier,"14""",25'
24,2022-12-09,Avalanche: Davenport Hill,Salt Lake,Skier,"4""",5'
25,2022-12-09,Avalanche: Mt Olympus,Salt Lake,Unknown,,
26,2022-12-09,Avalanche: Pioneer Ridge,Salt Lake,Snowboarder,3',30'
27,2022-12-09,Avalanche: Dry Fork,Provo,Natural,"18""",80'
28,2022-12-09,Avalanche: Dry Fork,Provo,Natural,"18""",100'
29,2022-12-09,Avalanche: Mill D North,Salt Lake,Skier,"6""",
30,2022-12-07,Avalanche: Brighton Hill,Salt Lake,Unknown,,
31,2022-12-07,Avalanche: Red Snow Cirque,Moab,Natural,4',500'
32,2022-12-07,Avalanche: North Fork,Skyline,Natural,"18""",400'
33,2022-12-07,Avalanche: Philadelphia Flats,Skyline,Natural,"18""",125'
34,2022-12-07,Avalanche: Snake Creek,Provo,Snowboarder,"18""",125'
35,2022-12-06,Avalanche: Brighton Perimeter,Salt Lake,Snowboarder,"20""",60'
36,2022-12-06,Avalanche: Toledo Chutes,Salt Lake,Skier,,50'
37,2022-12-06,Avalanche: Little Water,Salt Lake,Natural,"6""",10'
38,2022-12-06,Avalanche: Dutch Draw,Salt Lake,Unknown,"12""",175'
39,2022-12-06,Avalanche: Snake Creek,Salt Lake,Natural,"14""",100'
40,2022-12-06,Avalanche: Red Rock Chutes,Salt Lake,,"18""",50'
41,2022-12-06,Avalanche: Rocky Point,Salt Lake,Skier,"18""",40'
42,2022-12-06,Avalanche: Daly Canyon,Salt Lake,Unknown,"12""",350'
43,2022-12-05,Avalanche: Provo,Provo,Natural,2',400'
44,2022-12-05,Avalanche: Dog Lake area,Salt Lake,Skier,"10""",90'
45,2022-12-05,Avalanche: No Name Bowl,Salt Lake,Skier,2.5',50'
46,2022-12-05,Avalanche: No No Name,Salt Lake,Skier,3',300'
47,2022-12-04,Avalanche: Roundy Basin,Uintas,,2',70'
48,2022-12-04,Avalanche: Y Coulior,Salt Lake,Natural,,
49,2022-12-04,Avalanche: Sound of Music,Salt Lake,Natural,,
50,2022-12-04,Avalanche: Cutler Ridge,Ogden,Skier,3',100'
1,2022-12-04,Avalanche: Y Coulior,Salt Lake,Natural,,
2,2022-12-03,Avalanche: Logan Dry Canyon,Logan,Natural,,
3,2022-12-03,Avalanche: Grandfather Cornice,Logan,Natural,3',250'
4,2022-12-03,Avalanche: Park City Ridgeline,Salt Lake,Unknown,4',300'
5,2022-12-03,Avalanche: Duchesne Ridge,Uintas,Natural,2',150'
6,2022-12-03,Avalanche: Ant Knolls,Provo,Snow Bike,"18""",50'
7,2022-12-03,Avalanche: West Monitor,Salt Lake,Skier,"15""",200'
8,2022-12-03,Avalanche: West Monitor,Salt Lake,Natural,,70'
9,2022-12-03,Avalanche: Soldier Fork,Salt Lake,Skier,3',250'
10,2022-12-03,Avalanche: Mount Naomi Wilderness,Logan,Natural,,500'
11,2022-12-03,Avalanche: Egan Basin,Logan,Unknown,,
12,2022-12-03,Avalanche: Mezzanine,Logan,Skier,"14""",30'
13,2022-12-03,Avalanche: Mill Hollow/Duchesne Ridge,Uintas,Natural,2.5',150'
14,2022-12-03,Avalanche: Lake Martha,Salt Lake,Skier,,100'
15,2022-12-03,Avalanche: Skyline,Skyline,Skier,"10""",40'
16,2022-12-02,Avalanche: Mt Aire,Salt Lake,Natural,"12""",200'
17,2022-12-02,Avalanche: Tony Grove Road,Logan,Unknown,"12""",150'
18,2022-12-02,Avalanche: Mineral Fork,Salt Lake,Natural,3',
19,2022-12-02,Avalanche: Green Gate Area,Logan,Unknown,"12""",100'
20,2022-12-02,Avalanche: Highline,Salt Lake,Natural,"14""",300'
21,2022-12-02,Avalanche: Mill Hollow Slide Path,Uintas,Natural,2',200'
22,2022-12-02,Avalanche: Staker,Skyline,Natural,"18""",400'
23,2022-12-02,Avalanche: Summit Park,Salt Lake,Unknown,"14""",45'
24,2022-12-02,Avalanche: Summit Park,Salt Lake,Hiker,"6""",30'
25,2022-12-02,Avalanche: Silver Fork,Salt Lake,Skier,"14""",30'
26,2022-12-02,Avalanche: North Face of Providence Peak,Logan,Natural,2',700'
27,2022-12-02,Avalanche: Maybird Gulch,Salt Lake,Natural,,
28,2022-12-02,Avalanche: Bear Trap,Salt Lake,Skier,2',50'
29,2022-12-02,Avalanche: Beaver Creek Canyon,Logan,Skier,,
30,2022-12-02,Avalanche: Three Terraces,Logan,Natural,,
31,2022-12-02,Avalanche: West Willow,Salt Lake,Natural,"18""",50'
32,2022-12-02,Avalanche: Fairgrounds,Logan,Snowmobiler,2.5',600'
33,2022-12-02,Avalanche: Red Pine Ridge,Logan,Natural,,
34,2022-12-02,Avalanche: Claytons,Salt Lake,Snowboarder,2',200'
35,2022-12-02,Avalanche: Ant Knolls,Salt Lake,Natural,"10""",125'
36,2022-12-02,Avalanche: West Willow,Salt Lake,Skier,3',250'
37,2022-12-02,Avalanche: La Sal Mountains,Moab,Natural,"18""",125'
38,2022-12-02,Avalanche: Tuscarora,Salt Lake,Skier,3',30'
39,2022-12-02,Avalanche: 10420,Salt Lake,Skier,"15""",150'
40,2022-12-02,Avalanche: Lanes Leap,Salt Lake,Skier,"15""",150'
41,2022-12-02,Avalanche: Snake Creek,Provo,,"8""",150'
42,2022-12-02,Avalanche: Little Water,Salt Lake,Skier,"16""",80'
43,2022-12-02,Avalanche: Morning Glory,Logan,Natural,,
44,2022-12-02,Avalanche: Snake Creek,Provo,,"8""",100'
45,2022-12-02,Avalanche: Ant Knolls,Provo,Snowmobiler,2',150'
46,2022-12-02,Avalanche: Wasatch Back,Provo,Natural,"18""",400'
47,2022-12-02,Avalanche: Wilson Peak,Salt Lake,Unknown,,
48,2022-12-01,Avalanche: Mineral Fork,Salt Lake,Skier,"8""",70'
49,2022-12-01,Avalanche: Ogden Mountains,Ogden,Skier,2',60'
50,2022-12-01,Avalanche: Cone,Salt Lake,Natural,"12""",100'
1,2022-12-01,Avalanche: Cone,Salt Lake,Natural,"12""",100'
2,2022-12-01,Avalanche: Banana Days,Salt Lake,Natural,,
3,2022-11-30,Avalanche: South Monitor Bowl,Salt Lake,Natural,"12""",80'
4,2022-11-30,Avalanche: Rainbow Peak,Salt Lake,Skier,"15""",35'
5,2022-11-30,Avalanche: Shingle Mill,Uintas,Snowmobiler,2',25'
6,2022-11-30,Avalanche: Park City Ridgeline,Salt Lake,Unknown,,
7,2022-11-30,Avalanche: Dry Fork of AF,Salt Lake,Natural,"18""",150'
8,2022-11-30,Avalanche: Tuscarora,Salt Lake,Natural,"20""",175'
9,2022-11-29,Avalanche: Wilson Peak,Salt Lake,Natural,,
10,2022-11-29,Avalanche: Uintas,Uintas,Natural,"12""",250'
11,2022-11-29,Avalanche: Silver Fork,Salt Lake,Skier,"12""",30'
12,2022-11-29,Avalanche: Millicent Peak,Salt Lake,Natural,,
13,2022-11-29,Avalanche: Mill Hollow,Uintas,Natural,"12""",300'
14,2022-11-29,Avalanche: Rocky Point,Salt Lake,Skier,,
15,2022-11-29,Avalanche: Hoyt Peak,Uintas,Skier,"12""",175'
16,2022-11-29,Avalanche: Pink Pine,Salt Lake,Skier,"16""",50'
17,2022-11-29,Avalanche: Mineral Fork,Salt Lake,Skier,"12""",50'
18,2022-11-29,Avalanche: Mill D North,Salt Lake,Skier,"12""",30'
19,2022-11-29,Avalanche: Skyline,Skyline,,,
20,2022-11-29,Avalanche: Emma Ridges,Salt Lake,Skier,"16""",60'
21,2022-11-29,Avalanche: Twin Lakes Pass,Salt Lake,Unknown,"18""",175'
22,2022-11-25,Avalanche: Spring Creek,Skyline,Skier,,
23,2022-11-24,Avalanche: Greens Basin,Salt Lake,Skier,"4""",5'
24,2022-11-20,Avalanche: Porter Fork,Salt Lake,Skier,"4""",20'
25,2022-11-16,Avalanche: Upper Red Pine,Salt Lake,Skier,"8""",70'
26,2022-11-15,Avalanche: Gobblers Knob,Salt Lake,Natural,"4""",50'
27,2022-11-12,Avalanche: Wolf Creek,Uintas,Skier,"16""",200'
28,2022-11-12,Avalanche: Wolf Creek,Uintas,Unknown,,
29,2022-11-10,Avalanche: Pink Pine,Salt Lake,Natural,2.5',40'
30,2022-11-10,Avalanche: Flagstaff Ridge,Salt Lake,Skier,"7""",50'
31,2022-11-09,Avalanche: Park City,Salt Lake,Skier,2',40'
32,2022-11-09,Avalanche: West Bowl,Salt Lake,Natural,"18""",70'
33,2022-11-09,Avalanche: Empire Pass,Salt Lake,Skier,"12""",20'
34,2022-11-09,Avalanche: Room of Doom,Salt Lake,Natural,,300'
35,2022-11-09,Avalanche: Scotties Bowl,Salt Lake,Unknown,,100'
36,2022-11-09,Avalanche: Mineral Fork,Salt Lake,Natural,"12""",100'
37,2022-11-09,Avalanche: Mill B North,Salt Lake,Natural,"18""","1,000'"
38,2022-11-09,Avalanche: Elk Point,Provo,Natural,,400'
39,2022-11-09,Avalanche: Timpanogos,Provo,Natural,,350'
40,2022-11-09,Avalanche: White Pine,Salt Lake,Natural,,500'
41,2022-11-09,Avalanche: White Pine,Salt Lake,Natural,,300'
42,2022-11-07,Avalanche: Cardiac Bowl,Salt Lake,Skier,"18""",40'
43,2022-11-07,Avalanche: East Bowl,Salt Lake,Natural,"12""",45'
44,2022-11-05,Avalanche: Solitude,Salt Lake,Natural,"7""",15'
45,2022-11-04,Avalanche: Cardiff Bowl,Salt Lake,Skier,"1""",5'
46,2022-11-03,Avalanche: Cardiff Fork,Salt Lake,Snowboarder,"6""",30'
47,2022-11-03,Avalanche: Two Dogs,Salt Lake,Skier,"10""",30'
48,2022-11-03,Avalanche: Alta Ski Area,Salt Lake,Unknown,,
49,2022-11-02,Avalanche: Upper Collins area,Salt Lake,Skier,"4""",10'
50,2022-10-25,Avalanche: Gravel Pit Lanes,Moab,Natural,"18""",125'
1,2022-10-23,Avalanche: Baldy,Salt Lake,Skier,"8""",25'
2,2022-10-23,Avalanche: Cardiac Ridge,Salt Lake,Natural,"18""",150'
3,2022-10-23,Avalanche: High Greeley,Salt Lake,Skier,"4""",150'
4,2022-07-13,Avalanche: Deer Valley,Salt Lake,Skier,"20""",100'
5,2022-05-30,Avalanche: Claytons,Salt Lake,Skier,"8""",10'
6,2022-05-22,Avalanche: Park City Ridgeline,Salt Lake,Natural,3.5',150'
7,2022-05-21,Avalanche: Mineral Fork,Salt Lake,Natural,2.5',250'
8,2022-05-15,Avalanche: Blue Ice,Salt Lake,Unknown,8',200'
9,2022-05-15,Avalanche: Mill B South,Salt Lake,Natural,2',70'
10,2022-05-14,Avalanche: High Creek,Logan,Unknown,,
11,2022-05-07,Avalanche: Salt Lake,Salt Lake,Natural,4',600'
12,2022-05-07,Avalanche: Mineral Fork,Salt Lake,Natural,3',
13,2022-05-07,Avalanche: Stansbury Range,Salt Lake,Skier,2',15'
14,2022-05-07,Avalanche: Tanners Gulch,Salt Lake,Natural,3',100'
15,2022-05-04,Avalanche: West Rustler,Salt Lake,Skier,"12""",50'
16,2022-05-04,Avalanche: Alta Ski Area,Salt Lake,Unknown,"4""",50'
17,2022-05-04,Avalanche: Park City Ridgeline,Salt Lake,Skier,"6""",100'
18,2022-05-02,Avalanche: Tony Grove,Logan,,,
19,2022-05-02,Avalanche: Suicide Chute,Salt Lake,Unknown,,40'
