,Date,Area,Region,Trigger,Depth,Width
40,2020-01-31,Avalanche: Timpanogos,,,,
41,2020-01-31,Avalanche: Superior,Salt Lake,Skier,"12""",80'
42,2020-01-30,Avalanche: Superior,Salt Lake,Skier,"15""",60'
43,2020-01-30,Avalanche: Cardiff Fork,Salt Lake,,,
44,2020-01-29,Avalanche: Cascade Ridge line,Provo,,,
45,2020-01-29,Avalanche: Little Superior,Salt Lake,Skier,"12""",70'
46,2020-01-29,Avalanche: Days Fork,Salt Lake,Unknown,"18""",200'
47,2020-01-29,Avalanche: Greaseball,Salt Lake,Unknown,"6""",100'
48,2020-01-28,Avalanche: Superior,Salt Lake,Skier,"18""",80'
49,2020-01-28,Avalanche: Cardiff Fork,Salt Lake,Skier,"4""",40'
50,2020-01-28,Avalanche: White Pine,Salt Lake,Snowboarder,"6""",150'
1,2020-01-28,Avalanche: Cutler Ridge,Ogden,Skier,"4""",25'
2,2020-01-28,Avalanche: Tuscarora,Salt Lake,Snowboarder,"12""",150'
3,2020-01-27,Avalanche: South Monitor Bowl,Salt Lake,Skier,"12""",100'
4,2020-01-27,Avalanche: Lake Desolation,Salt Lake,Skier,"10""",60'
5,2020-01-27,Avalanche: West Willow,Salt Lake,Skier,"5""",20'
6,2020-01-27,Avalanche: Mt Olympus,Salt Lake,Natural,,400'
7,2020-01-27,Avalanche: East Couloir,Salt Lake,Unknown,,
8,2020-01-27,Avalanche: Scotties Bowl,Salt Lake,Natural,"6""",
9,2020-01-27,Avalanche: Tanners Gulch,Salt Lake,Unknown,2',800'
10,2020-01-27,Avalanche: Little Pine,Salt Lake,Natural,,
11,2020-01-27,Avalanche: Cardiff Fork,Salt Lake,Natural,"12""",40'
12,2020-01-27,Avalanche: Cardiff Fork,Salt Lake,Skier,"10""",40'
13,2020-01-27,Avalanche: Toledo Bowl,Salt Lake,Snowboarder,"8""",40'
14,2020-01-26,Avalanche: South Fork Lake Canyon,Skyline,Natural,"12""",100'
15,2020-01-26,Avalanche: Wolverine Cirque,Salt Lake,Skier,"4""",20'
16,2020-01-26,Avalanche: Y-Not Couloir,Salt Lake,Natural,,
17,2020-01-25,Avalanche: LSB North,Salt Lake,Skier,"8""",70'
18,2020-01-25,Avalanche: Stupid Chute,Salt Lake,Skier,"3""",10'
19,2020-01-25,Avalanche: Hellgate,Salt Lake,Unknown,,
20,2020-01-25,Avalanche: Broads Fork,Salt Lake,Natural,6',80'
21,2020-01-25,Avalanche: Red Baldy,Salt Lake,Skier,"4""",30'
22,2020-01-25,Avalanche: Moffit Basin,Uintas,Snowmobiler,2.5',300'
23,2020-01-24,Avalanche: Diving Board,Salt Lake,Natural,7',200'
24,2020-01-23,Avalanche: Tuscarora,Salt Lake,Skier,"12""",10'
25,2020-01-23,Avalanche: Dry Fork,,Snowmobiler,2',60'
26,2020-01-23,Avalanche: Superior,Salt Lake,Snowboarder,"8""",25'
27,2020-01-22,Avalanche: Moab,Moab,Natural,"18""",175'
28,2020-01-22,Avalanche: Hallway Couloir,Salt Lake,Skier,"6""",30'
29,2020-01-22,Avalanche: Gods Lawnmower,Salt Lake,Skier,"6""",50'
30,2020-01-22,Avalanche: Moab,Moab,Natural,,
31,2020-01-21,Avalanche: Moab,Moab,Natural,,70'
32,2020-01-21,Avalanche: Ogden,Ogden,Skier,"4""",100'
33,2020-01-21,Avalanche: Salt Lake,Salt Lake,Natural,"5""",20'
34,2020-01-21,Avalanche: Red Slide,Logan,Natural,2',100'
35,2020-01-21,Avalanche: Moab,Moab,Natural,"20""",50'
36,2020-01-20,Avalanche: Red Cliffs,Salt Lake,Unknown,,
37,2020-01-19,Avalanche: Fairgrounds,Logan,Unknown,4',150'
38,2020-01-19,Avalanche: Hellgate,Salt Lake,Natural,,
39,2020-01-19,Avalanche: Banana Days,Salt Lake,Natural,,40'
40,2020-01-19,Avalanche: Mill B South,Salt Lake,Skier,"12""",500'
41,2020-01-19,"Avalanche: Miller Bowl, East",Logan,Skier,5',400'
42,2020-01-18,Accident: Farmington Lakes,Ogden,Snowmobiler,3',200'
43,2020-01-18,Avalanche: Cottonwood Ridgeline,Salt Lake,Hiker,,40'
44,2020-01-18,Avalanche: Cardiff Fork,Salt Lake,Natural,"12""",100'
45,2020-01-18,Avalanche: Scotties Bowl,Salt Lake,Skier,"5""",10'
46,2020-01-18,Avalanche: Bountiful,Salt Lake,Snowmobiler,"20""",40'
47,2020-01-17,Avalanche: Ogden Foothills,Ogden,Natural,,50'
48,2020-01-17,Avalanche: Murdock Peak,Salt Lake,Unknown,3.5',40'
49,2020-01-17,Avalanche: Y Coulior,Salt Lake,Natural,,
50,2020-01-17,Avalanche: Y-Not Couloir,Salt Lake,Natural,,
1,2020-01-17,Avalanche: Salt Lake,Salt Lake,Natural,"10""",20'
2,2020-01-17,Avalanche: Cutler Ridge,Ogden,Natural,,
3,2020-01-17,Avalanche: Cutler Ridge,Ogden,Natural,,
4,2020-01-17,Avalanche: Gibson Canyon,Logan,Natural,4',300'
5,2020-01-17,Avalanche: Millville Ridgeline,Logan,Natural,6',100'
6,2020-01-16,Avalanche: North Bowl of Mt. Elmer,Logan,Natural,2.5',45'
7,2020-01-15,Avalanche: Big Baldy Shoulder,Logan,Natural,,300'
8,2020-01-15,Avalanche: West Monitor,Salt Lake,Unknown,"12""",125'
9,2020-01-15,Avalanche: Rodeo Grounds,Logan,Unknown,8',200'
10,2020-01-15,Avalanche: Humpy Peak,Uintas,Skier,4',"1,000'"
11,2020-01-15,Avalanche: Big Cottonwood Canyon,Salt Lake,,2.5',
12,2020-01-15,Avalanche: Uintas,Uintas,Snowmobiler,5',200'
13,2020-01-14,Avalanche: East Bowl,Salt Lake,Natural,"6""",70'
14,2020-01-14,Avalanche: South Monitor Bowl,Salt Lake,Natural,4',500'
15,2020-01-14,Avalanche: Scotts Peak,Salt Lake,Natural,"12""",200'
16,2020-01-14,Avalanche: Tony Grove Lake,Logan,Natural,"10""",60'
17,2020-01-13,Avalanche: Park City Ridgeline,Salt Lake,Snowboarder,"8""",70'
18,2020-01-13,Avalanche: Bear Trap,Salt Lake,Skier,,
19,2020-01-13,Avalanche: Flagstaff Ridge,Salt Lake,Natural,,50'
20,2020-01-13,Avalanche: Beaver Canyon,Logan,Natural,,80'
21,2020-01-13,Avalanche: Moab,Moab,Unknown,,
22,2020-01-12,Avalanche: Square Top,Salt Lake,Skier,"15""",40'
23,2020-01-12,Avalanche: Reynolds Peak,Salt Lake,Skier,2',30'
24,2020-01-12,Avalanche: White Pine,Salt Lake,Natural,,
25,2020-01-11,Avalanche: Bountiful,Salt Lake,Snowboarder,"12""",40'
26,2020-01-10,Avalanche: Cardiac Ridge,Salt Lake,Unknown,,50'
27,2020-01-10,Avalanche: Uintas,Uintas,Snowmobiler,,
28,2020-01-10,Avalanche: Boss Canyon,Logan,Snowmobiler,"15""",70'
29,2020-01-10,Avalanche: Mt. Magog East Face,Logan,Natural,2',50'
30,2020-01-09,"Avalanche: White Pine Knob, southeast face",Logan,Natural,"12""",100'
31,2020-01-09,"Avalanche: White Pine Knob, southeast face",Logan,Natural,"2""",50'
32,2020-01-07,Avalanche: Cascade Cirque,Provo,Natural,,
33,2020-01-07,Avalanche: Gobblers,Salt Lake,Natural,"12""",150'
34,2020-01-07,Avalanche: White Pine Creek,Logan,Snowmobiler,2',100'
35,2020-01-05,Avalanche: Wilson Peak,Salt Lake,Skier,"12""",175'
36,2020-01-04,Accident: Hidden Lake,Logan,Snowmobiler,2',150'
37,2020-01-04,Avalanche: Uintas,Uintas,,,30'
38,2020-01-04,Avalanche: Uintas,Uintas,Unknown,,300'
39,2020-01-04,Avalanche: Dry Fork,Provo,Snowmobiler,2',100'
40,2020-01-04,Avalanche: Columbine Bowl,Salt Lake,Skier,"16""",150'
41,2020-01-04,Avalanche: White Pine,Salt Lake,Skier,"10""",30'
42,2020-01-04,Avalanche: Firewater,Salt Lake,Natural,2',100'
43,2020-01-04,Avalanche: Tuscarora,Salt Lake,Skier,"22""",30'
44,2020-01-04,Avalanche: Hallway Couloir,Salt Lake,Skier,"6""",25'
45,2020-01-04,Avalanche: Red Top,Salt Lake,Natural,,
46,2020-01-04,Avalanche: Dry Fork,Provo,Snowmobiler,2',125'
47,2020-01-03,Avalanche: Microwave,Salt Lake,Snowboarder,"18""",60'
48,2020-01-03,Avalanche: Uintas,Uintas,Snowmobiler,5',800'
49,2020-01-03,Avalanche: Box Elder,Provo,Natural,,
50,2020-01-03,Avalanche: Uintas,Uintas,Snowmobiler,"5""","1,000'"
1,2020-01-03,Avalanche: Uintas,Uintas,Snowmobiler,4',300'
2,2020-01-02,Avalanche: Tanners Gulch,Salt Lake,Natural,,
3,2020-01-02,Avalanche: Big Cottonwood Canyon,Salt Lake,Natural,"12""",150'
4,2020-01-02,Avalanche: Butler Fork,Salt Lake,Skier,"12""",30'
5,2020-01-02,Avalanche: Tuscarora,Salt Lake,Unknown,"14""",40'
6,2020-01-02,Avalanche: Little Water,Salt Lake,Skier,"12""",60'
7,2020-01-01,Avalanche: Reynolds Peak,Salt Lake,Skier,"8""",50'
8,2020-01-01,Avalanche: Murdock Peak,Salt Lake,Skier,2.5',100'
9,2020-01-01,Avalanche: Toots to Boot,Salt Lake,Skier,"12""",30'
10,2020-01-01,Avalanche: Cutler Ridge,Ogden,Skier,"4""",35'
11,2020-01-01,Avalanche: Little Cottonwood Canyon,Salt Lake,,,
12,2019-12-31,Avalanche: Mary Ellen,Provo,Natural,"5""",50'
13,2019-12-31,Avalanche: Firewater,Salt Lake,Unknown,2',100'
14,2019-12-30,Avalanche: 5th Sister,Logan,Skier,"10""",25'
15,2019-12-30,Avalanche: Delano,Southwest,Natural,"12""",100'
16,2019-12-29,Avalanche: Oquirrh Mountains,Salt Lake,Unknown,"22""",200'
17,2019-12-29,Avalanche: Moab,Moab,Natural,,150'
18,2019-12-28,Avalanche: Taylor Canyon,Ogden,Natural,"8""",10'
19,2019-12-28,Avalanche: Mineral Basin,Salt Lake,Snowboarder,"10""",90'
20,2019-12-27,Avalanche: Ben Lomond,Ogden,Snowboarder,,20'
21,2019-12-25,Avalanche: west porter,Salt Lake,Skier,"8""",100'
22,2019-12-25,Avalanche: Moonlight,Salt Lake,Natural,"12""",300'
23,2019-12-25,Avalanche: Dutch Draw,Salt Lake,Snowboarder,"12""",200'
24,2019-12-22,Avalanche: Rocky Point,Salt Lake,Skier,2.5',45'
25,2019-12-21,Avalanche: Cutler Creek,Ogden,Skier,"4""",15'
26,2019-12-21,Avalanche: Monitors,Salt Lake,Natural,,100'
27,2019-12-19,Avalanche: Ant Knolls,Salt Lake,Unknown,2',200'
28,2019-12-17,Avalanche: Snake Creek,Salt Lake,Skier,"10""",80'
29,2019-12-17,Avalanche: Uintas,Uintas,Natural,5',150'
30,2019-12-16,Avalanche: Grizzly Gulch,Salt Lake,Skier,,
31,2019-12-16,Avalanche: Alexander Basin,Salt Lake,Unknown,2.5',350'
32,2019-12-16,Avalanche: Uintas,Uintas,Natural,4',300'
33,2019-12-16,Avalanche: Depth Hoar Bowl,Salt Lake,Unknown,2',
34,2019-12-15,Avalanche: Toledo Chutes,Salt Lake,,,25'
35,2019-12-15,Accident: Dutch Draw,Salt Lake,Snowboarder,2',100'
36,2019-12-15,Avalanche: Squaretop,Salt Lake,Natural,"20""",175'
37,2019-12-15,Avalanche: Uintas,Uintas,Skier,4.5',125'
38,2019-12-14,Avalanche: Pole Line Pass,Salt Lake,Natural,"15""",200'
39,2019-12-14,Avalanche: Old Logway,Logan,Natural,,150'
40,2019-12-14,Avalanche: West Monitor,Salt Lake,Natural,2',90'
41,2019-12-14,"Avalanche: Miller Bowl, East",Logan,Unknown,3.5',175'
42,2019-12-14,Avalanche: Flagstaff Ridge,Salt Lake,Skier,"12""",70'
43,2019-12-14,Avalanche: Central Wood Camp Bowls,Logan,Natural,3',
44,2019-12-14,Avalanche: Thousand Turns Gulley,Salt Lake,Skier,"10""",175'
45,2019-12-14,Avalanche: Providence Peak,Logan,Natural,3.5',600'
46,2019-12-14,Avalanche: Cardiff Pass,Salt Lake,Unknown,"8""",300'
47,2019-12-14,"Avalanche: Naomi Peak, East Face Area",Logan,Natural,4',600'
48,2019-12-14,Avalanche: Twin Lakes area,Salt Lake,,3',50'
49,2019-12-14,"Avalanche: Cornice Ridge, Nose",Logan,Natural,4',400'
50,2019-12-14,Avalanche: Uintas,Uintas,Skier,"1""",100'
1,2019-12-14,"Avalanche: Naomi Peak, East Face Area",Logan,Natural,4',600'
2,2019-12-14,Avalanche: Twin Lakes area,Salt Lake,,3',50'
3,2019-12-14,"Avalanche: Cornice Ridge, Nose",Logan,Natural,4',400'
4,2019-12-14,Avalanche: Uintas,Uintas,Skier,"1""",100'
5,2019-12-14,Avalanche: Tony Grove Lake,Logan,Natural,,60'
6,2019-12-14,"Avalanche: Garden City Bowl, the Gut",Logan,Skier,"12""",20'
7,2019-12-14,Avalanche: Reynolds Pk,Salt Lake,Natural,,
8,2019-12-14,Avalanche: Uintas,Uintas,Natural,2.5',600'
9,2019-12-14,Avalanche: Chicken Hill,Logan,Hiker,"8""",10'
10,2019-12-14,Avalanche: Uintas,Uintas,Natural,2.5',800'
11,2019-12-13,Avalanche: Uintas,Uintas,Unknown,3.5',50'
12,2019-12-13,Avalanche: West Monitor,Salt Lake,Natural,"20""",80'
13,2019-12-13,Accident: Figure 8 Hill,Salt Lake,Skier,3',90'
14,2019-12-13,Avalanche: Paradise,Salt Lake,Skier,2.5',50'
15,2019-12-12,Avalanche: Suicide Chute,Salt Lake,Skier,"8""",20'
16,2019-12-10,Avalanche: Diving Board,Salt Lake,Natural,,45'
17,2019-12-10,Avalanche: Bonkers,Salt Lake,Natural,2',50'
18,2019-12-09,Avalanche: Toledo Chutes,Salt Lake,Skier,,30'
19,2019-12-08,Avalanche: Wall of Voodoo,Salt Lake,Skier,"20""",
20,2019-12-07,Accident: Egan Basin,Logan,Snowmobiler,"15""",50'
21,2019-12-07,Avalanche: Lanes Leap,Salt Lake,Snowboarder,2',200'
22,2019-12-06,Avalanche: Sunset Peak,Salt Lake,Unknown,,
23,2019-12-05,Avalanche: Cardiff Bowl,Salt Lake,Skier,"4""",50'
24,2019-12-05,Avalanche: Patsy Marly,Salt Lake,Snowboarder,3',40'
25,2019-12-03,Avalanche: Jaws,Salt Lake,Natural,2.5',80'
26,2019-12-03,Avalanche: West Miller Bowl,Logan,Skier,2',150'
27,2019-12-02,Avalanche: Eliza Fork,Skyline,Skier,2.5',150'
28,2019-12-02,Avalanche: Hidden Canyon,Salt Lake,Snowboarder,2',50'
29,2019-12-01,Avalanche: Cardiac Bowl,Salt Lake,Unknown,,
30,2019-12-01,Avalanche: Cedar Creek,Skyline,Skier,3',200'
31,2019-12-01,Avalanche: Diamond,Logan,Natural,"12""",300'
32,2019-12-01,Avalanche: Days Draw,Salt Lake,Skier,,
33,2019-11-30,Avalanche: Meadow Fork,Skyline,Skier,3',150'
34,2019-11-30,Avalanche: Main Bowl,Skyline,Snowmobiler,2.5',90'
35,2019-11-30,Avalanche: Cardiac Ridge,Salt Lake,Natural,,
36,2019-11-30,Avalanche: Knob Mountain,Skyline,Natural,3',300'
37,2019-11-30,Avalanche: Moab,Moab,Unknown,"12""",200'
38,2019-11-30,Avalanche: Uintas,Uintas,Natural,3',800'
39,2019-11-30,Avalanche: Scotts Bluff,Salt Lake,Natural,2',200'
40,2019-11-30,Avalanche: Monitors,Salt Lake,Natural,,400'
41,2019-11-30,Avalanche: Gobblers,Salt Lake,Natural,3',200'
42,2019-11-30,Avalanche: No Name Bowl,Salt Lake,Skier,3.5',500'
43,2019-11-30,Avalanche: Philadelphia Flats,Skyline,Snowmobiler,2',100'
44,2019-11-30,Avalanche: Pioneer Ridge,Salt Lake,Unknown,,"1,000'"
45,2019-11-29,Avalanche: Patsy Marly,Salt Lake,Natural,"12""",100'
46,2019-11-29,Avalanche: Patsy Marly,Salt Lake,Natural,3.5',250'
47,2019-11-29,Avalanche: 10420,Salt Lake,Skier,2.5',30'
48,2019-11-29,Avalanche: East Hellgate,Salt Lake,Natural,,
49,2019-11-29,Avalanche: Patsy Marly,Salt Lake,Natural,,
50,2019-11-29,Avalanche: Pioneer Bowl,Salt Lake,Natural,,
1,2019-11-29,Avalanche: Hidden Canyon,Salt Lake,Skier,"20""",400'
2,2019-11-29,Avalanche: Big Cottonwood Canyon,Salt Lake,Natural,2.5',100'
3,2019-11-29,Avalanche: Murdock Peak,Salt Lake,Natural,"18""",500'
4,2019-11-29,Avalanche: Georges Bowl,Salt Lake,Natural,2',
5,2019-11-29,Avalanche: Patsy Marly,Salt Lake,Natural,"12""",100'
6,2019-11-29,Avalanche: Patsy Marly,Salt Lake,Natural,3.5',250'
7,2019-11-29,Avalanche: 10420,Salt Lake,Skier,2.5',30'
8,2019-11-29,Avalanche: Patsy Marly,Salt Lake,Natural,,
9,2019-11-29,Avalanche: East Hellgate,Salt Lake,Natural,,
10,2019-11-29,Avalanche: Pioneer Bowl,Salt Lake,Natural,,
11,2019-11-28,Avalanche: High Ivory,Salt Lake,Natural,,
12,2019-11-28,Avalanche: West Desolation Ridge,Salt Lake,Natural,,200'
13,2019-11-28,Avalanche: Cardiac Ridge,Salt Lake,Natural,,
14,2019-11-28,Avalanche: Scotts Bluff,Salt Lake,Natural,,
15,2019-11-28,Avalanche: South Monitor Bowl,Salt Lake,Skier,3',400'
16,2019-11-28,Avalanche: East Bowl,Salt Lake,,3',50'
17,2019-11-28,Avalanche: Hidden Canyon,Salt Lake,Skier,"16""",200'
18,2019-11-28,Avalanche: BBQ Bowl,Skyline,Natural,2',250'
19,2019-11-28,Avalanche: Main Bowl,Skyline,Natural,2',100'
20,2019-11-28,Avalanche: Acord Fork,Skyline,Natural,2',80'
21,2019-11-27,Avalanche: Catherine's Pass,Salt Lake,Natural,2',150'
22,2019-11-27,Avalanche: Silver Fork Headwall,Salt Lake,Skier,"12""",30'
23,2019-11-27,Avalanche: Davenport Hill,Salt Lake,Snowboarder,"12""",15'
24,2019-11-25,Avalanche: Hidden Canyon,Salt Lake,Skier,"6""",20'
25,2019-10-29,Avalanche: Gunsight,Salt Lake,Skier,"14""",5'
26,2019-10-27,Avalanche: Cardiac Ridge,Salt Lake,Natural,"10""",30'
27,2019-06-07,Avalanche: Hayden,Uintas,Natural,2.5',400'
28,2019-06-06,Avalanche: Kletting/Hayden Peaks,Uintas,Natural,2.5',400'
29,2019-06-03,Avalanche: Sugarloaf,Salt Lake,Natural,"8""",
30,2019-06-01,Avalanche: Hypodermic Needle,Salt Lake,Skier,"8""",
31,2019-05-24,Avalanche: Albion Basin,Salt Lake,Skier,"10""",30'
32,2019-05-24,Avalanche: Lone Pine,Salt Lake,Skier,"6""",
33,2019-05-24,Avalanche: Devils Castle,Salt Lake,Skier,2',500'
34,2019-05-24,Avalanche: East Castle,Salt Lake,Skier,"10""",200'
35,2019-05-24,Avalanche: Rocky Point,Salt Lake,Skier,"6""",
36,2019-05-24,Avalanche: Y Coulior,Salt Lake,Natural,,
37,2019-05-23,Avalanche: Banana Days,Salt Lake,Skier,"8""",70'
38,2019-05-23,Avalanche: Superior,Salt Lake,Skier,"12""",150'
39,2019-05-22,Avalanche: Superior,Salt Lake,Skier,"20""",60'
40,2019-05-19,Avalanche: Mineral Fork,Salt Lake,,,
41,2019-05-18,Avalanche: Uintas,Uintas,Unknown,,300'
42,2019-05-01,Avalanche: Wilderness Peak,Logan,Natural,,
43,2019-04-26,Avalanche: Hayden,Uintas,Natural,5',200'
44,2019-04-23,Avalanche: Alta Periphery,Salt Lake,Skier,"18""",200'
45,2019-04-19,Avalanche: Wolverine Cirque,Salt Lake,Skier,,20'
46,2019-04-19,Avalanche: Bird Canyon,Logan,Skier,,
47,2019-04-18,Avalanche: Ogden Mountains,Ogden,Natural,,
48,2019-04-18,Avalanche: Banana Chute,Ogden,Natural,,
49,2019-04-18,Avalanche: Timpanookee Road,Provo,Unknown,,
50,2019-04-17,Avalanche: Argenta,Salt Lake,Skier,"5""",40'
1,2019-04-17,Avalanche: Argenta,Salt Lake,Skier,"5""",40'
2,2019-04-16,Avalanche: Red Baldy,Salt Lake,Natural,"12""",100'
3,2019-04-16,Avalanche: Main Days,Salt Lake,Skier,"8""",800'
4,2019-04-16,Avalanche: West Monitor,Salt Lake,Skier,"12""",30'
5,2019-04-16,Avalanche: Dry Fork of AF,Salt Lake,Snowboarder,"2""",35'
6,2019-04-15,Avalanche: Coalpit 4,Salt Lake,Natural,,30'
7,2019-04-15,Avalanche: Greaseball,Salt Lake,Skier,"12""",30'
8,2019-04-14,Avalanche: Y Coulior,Salt Lake,Natural,"6""",10'
9,2019-04-14,Avalanche: Jupiter,Salt Lake,Skier,"20""",125'
10,2019-04-13,Avalanche: Blue Ice,Salt Lake,Natural,,100'
11,2019-04-13,Avalanche: Big Willow,Salt Lake,Skier,4',400'
12,2019-04-13,Avalanche: Mill B South,Salt Lake,Natural,"10""",50'
13,2019-04-12,Avalanche: Y Coulior,Salt Lake,Skier,"15""",
14,2019-04-12,Avalanche: Superior,Salt Lake,Snowboarder,"6""",60'
15,2019-04-12,Avalanche: Key hole,Salt Lake,Skier,"18""",60'
16,2019-04-11,Avalanche: Butler Basin,Salt Lake,Snowboarder,"12""",30'
17,2019-04-11,Avalanche: Mill Canyon Peak,Provo,Skier,"4""",20'
18,2019-04-11,Avalanche: Scotties Bowl,Salt Lake,Skier,2',70'
19,2019-04-10,Avalanche: Scotties Bowl,Salt Lake,Skier,"4""",80'
20,2019-04-10,Avalanche: West Porter,Salt Lake,Skier,"8""",30'
21,2019-04-10,Avalanche: Kessler Slabs,Salt Lake,Skier,"8""",40'
22,2019-04-10,"Avalanche: North Fork, Shumway Canyon",Logan,Natural,,150'
23,2019-04-10,Avalanche: Chicken Sh#! Ridge,Salt Lake,Skier,"6""",50'
24,2019-04-10,Avalanche: Catchers Mit,Salt Lake,Natural,"10""",30'
25,2019-04-09,Avalanche: Broads Fork,Salt Lake,Natural,5',90'
26,2019-04-09,Avalanche: Memorials,Salt Lake,Natural,,
27,2019-04-09,Avalanche: Chute Camp Site,Skyline,Natural,5',"3,500'"
28,2019-04-08,Avalanche: High Pockets,Salt Lake,Natural,,
29,2019-04-07,Avalanche: Diving Board,Salt Lake,Natural,,200'
30,2019-04-06,Avalanche: Emma Ridges,Salt Lake,Skier,"6""",10'
31,2019-04-06,Avalanche: Bobs Knob,Provo,Natural,"6""",100'
32,2019-04-05,Avalanche: Blue Ice,Salt Lake,Natural,10',300'
33,2019-04-05,Avalanche: Tuscarora,Salt Lake,Natural,,
34,2019-04-05,Avalanche: Forks of the Huntington,Skyline,Natural,,
35,2019-04-04,Avalanche: Kessler Slabs,Salt Lake,Natural,,
36,2019-04-03,Avalanche: Santiago Ridge,Salt Lake,Natural,,300'
37,2019-04-03,Avalanche: Sliver peak,Salt Lake,Skier,"4""",10'
38,2019-04-03,Avalanche: East Faces-Wellsville Range,Logan,Natural,,300'
39,2019-04-03,Avalanche: Claytons,Salt Lake,Skier,"8""",350'
40,2019-04-03,Avalanche: West Porter,Salt Lake,Natural,,
41,2019-03-31,Avalanche: Bonkers,Salt Lake,Natural,2.5',150'
42,2019-03-31,Avalanche: West Couloir,Salt Lake,Skier,"8""",30'
43,2019-03-31,Avalanche: Powder Mountain Backcountry,Ogden,Skier,"10""",100'
44,2019-03-31,Avalanche: Snowbasin Backcountry,Ogden,Skier,"14""",30'
45,2019-03-30,Avalanche: Argenta,Salt Lake,Skier,"10""",150'
46,2019-03-30,Avalanche: Silver Fork,Salt Lake,Skier,"10""",25'
47,2019-03-30,Avalanche: Holy Toledo,Salt Lake,Skier,"6""",30'
48,2019-03-30,Avalanche: Superior,Salt Lake,Natural,,
49,2019-03-30,Avalanche: Bloomington Lake Area,Logan,Snowmobiler,"20""",60'
50,2019-03-30,Avalanche: Ogden,Ogden,Snowboarder,"12""",300'
1,2019-03-30,Avalanche: Superior,Salt Lake,Natural,,
2,2019-03-30,Avalanche: Bloomington Lake Area,Logan,Snowmobiler,"20""",60'
3,2019-03-29,Avalanche: Hells Canyon,Ogden,,,
4,2019-03-29,Avalanche: Summit Park,Salt Lake,Skier,"8""",50'
5,2019-03-29,Avalanche: South Monitor Bowl,Salt Lake,Natural,"18""",200'
6,2019-03-29,Avalanche: South Monitor Bowl,Salt Lake,Natural,2',60'
7,2019-03-29,Avalanche: Cherry Creek Canyon,Logan,Snowboarder,"6""",10'
8,2019-03-29,Avalanche: Providence Canyon,Logan,,,
9,2019-03-29,Avalanche: Days Draw,Salt Lake,Skier,"14""",50'
10,2019-03-29,Avalanche: North Ogden Divide,Ogden,Skier,"10""",300'
11,2019-03-29,Avalanche: Brighton Hill,Salt Lake,Skier,"12""",45'
12,2019-03-29,Avalanche: Cherry Creek Canyon,Logan,Skier,"4""",5'
13,2019-03-29,Avalanche: Argenta,Salt Lake,Skier,"5""",30'
14,2019-03-26,Avalanche: Hogum,Salt Lake,Skier,"20""",80'
15,2019-03-26,Avalanche: Cardiac Ridge,Salt Lake,Skier,"8""",30'
16,2019-03-26,Avalanche: Saint Charles Peak,Logan,Snow Bike,"10""",50'
17,2019-03-26,Avalanche: Blue Ice,Salt Lake,Natural,,100'
18,2019-03-25,Avalanche: Hells Canyon,Ogden,Unknown,"12""",50'
19,2019-03-25,Avalanche: Ogden,Ogden,Skier,2',150'
20,2019-03-25,Avalanche: Tony Grove,Logan,Snowboarder,2.5',40'
21,2019-03-25,Avalanche: Bald Mountain,Uintas,Natural,"18""",200'
22,2019-03-24,Avalanche: Elk Point,Provo,Natural,,
23,2019-03-24,Avalanche: East Bowl,Salt Lake,Skier,"8""",20'
24,2019-03-24,Avalanche: White Baldy,Salt Lake,Skier,3',
25,2019-03-24,Avalanche: Birthday Chutes,Salt Lake,Skier,"6""",50'
26,2019-03-24,Avalanche: Patsy Marly,Salt Lake,Skier,"10""",50'
27,2019-03-24,Avalanche: East Bowl,Salt Lake,Skier,"6""",
28,2019-03-24,Avalanche: Catchers Mit,Salt Lake,Snowboarder,,20'
29,2019-03-24,Avalanche: Upper Meadow Chutes,Salt Lake,Skier,"8""",40'
30,2019-03-24,Accident: Cardiac Bowl,Salt Lake,Skier,"12""","1,000'"
31,2019-03-24,Avalanche: Gobblers Knob,Salt Lake,Skier,"4""",40'
32,2019-03-24,Avalanche: Banana Days,Salt Lake,Skier,"6""",
33,2019-03-24,Avalanche: White Pine,Salt Lake,Natural,"10""",
34,2019-03-24,Avalanche: Birthday Chutes,Salt Lake,Skier,"12""",150'
35,2019-03-24,Avalanche: Wolverine Cirque,Salt Lake,Skier,"6""",30'
36,2019-03-24,Avalanche: Grizzly Gulch,Salt Lake,Skier,"12""",20'
37,2019-03-24,Avalanche: Mill B South,Salt Lake,Skier,"12""",25'
38,2019-03-24,Avalanche: Big Horn Peak,Salt Lake,Natural,"12""",150'
39,2019-03-23,Avalanche: Davenport Hill,Salt Lake,Skier,"12""",
40,2019-03-23,Avalanche: Danish Pass,SE Idaho,Skier,"12""",150'
41,2019-03-23,Avalanche: Huntington Canyon,Skyline,Natural,3',60'
42,2019-03-23,Avalanche: Primrose Cirque,Provo,Unknown,,
43,2019-03-23,Avalanche: Bonkers,Salt Lake,Natural,,
44,2019-03-23,Avalanche: East Bowl,Salt Lake,Natural,,60'
45,2019-03-22,Avalanche: Central Bear River Range,Logan,Snowboarder,"8""",50'
46,2019-03-21,Avalanche: Flanigans,Salt Lake,Skier,"6""",80'
47,2019-03-20,Avalanche: Stairs Gulch,Salt Lake,Skier,,50'
48,2019-03-20,Avalanche: Taylor Canyon,Ogden,Skier,,
49,2019-03-19,Avalanche: Mill B South,Salt Lake,Natural,,700'
